apply	address	old_name	library	namespace	confidence	evidence	references
1	0072F000	FUN_0072f000	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F000
1	0072F0E0	__initterm	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F0E0
1	0072F110	__makepath	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F110
1	0072F260	FUN_0072f260	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F260
1	0072F5D0	FUN_0072f5d0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F5D0
1	0072F770	FUN_0072f770	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F770
1	0072F870	FUN_0072f870	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072F870
1	0072FA00	FUN_0072fa00	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FA00
1	0072FA10	__strcats	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FA10
1	0072FA60	FUN_0072fa60	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FA60
1	0072FBC0	___lc_lctostr	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FBC0
1	0072FC30	_gmtime	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FC30
1	0072FE00	FUN_0072fe00	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FE00
1	0072FF00	FUN_0072ff00	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FF00
1	0072FF20	FUN_0072ff20	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0072FF20
1	00730050	FUN_00730050	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730050
1	007300E0	FUN_007300e0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007300E0
1	007301E0	FUN_007301e0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007301E0
1	00730310	FUN_00730310	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730310
1	00730450	FUN_00730450	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730450
1	00730590	FUN_00730590	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730590
1	00730610	FUN_00730610	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730610
1	007306D0	FUN_007306d0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007306D0
1	007306E0	FUN_007306e0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007306E0
1	00730810	FUN_00730810	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730810
1	00730A50	shortsort	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730A50
1	00730AC0	swap	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730AC0
1	00730B10	FUN_00730b10	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730B10
1	00730C40	FUN_00730c40	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730C40
1	00730D40	FUN_00730d40	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730D40
1	00730D60	FUN_00730d60	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730D60
1	00730D70	__callnewh	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730D70
1	00730DA0	FUN_00730da0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730DA0
1	00730DC0	__nh_malloc_base	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730DC0
1	00730E20	FUN_00730e20	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730E20
1	00730E80	FUN_00730e80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730E80
1	00730E90	FUN_00730e90	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730E90
1	00730EA0	FUN_00730ea0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730EA0
1	00730F00	__CrtSetReportFile	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730F00
1	00730F80	FUN_00730f80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730F80
1	00730FA0	FUN_00730fa0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00730FA0
1	00731330	FUN_00731330	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731330
1	00731640	FUN_00731640	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731640
1	007316D0	FUN_007316d0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007316D0
1	007318A0	FUN_007318a0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007318A0
1	007318F0	FUN_007318f0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007318F0
1	00731950	FUN_00731950	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731950
1	00731960	FUN_00731960	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731960
1	007319B0	FUN_007319b0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007319B0
1	00731A50	FUN_00731a50	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731A50
1	00731A60	FUN_00731a60	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731A60
1	00731A80	FUN_00731a80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731A80
1	00731AE0	FUN_00731ae0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731AE0
1	00731B40	FUN_00731b40	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731B40
1	00731BA0	FUN_00731ba0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00731BA0
1	00732170	FUN_00732170	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00732170
1	007326B0	FUN_007326b0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007326B0
1	007327C0	FUN_007327c0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007327C0
1	007329B0	FUN_007329b0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007329B0
1	00732FA0	FUN_00732fa0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00732FA0
1	007330D0	FUN_007330d0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007330D0
1	007336F0	entry	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007336F0
1	00733850	__amsg_exit	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733850
1	00733880	FUN_00733880	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733880
1	007338AC	_longjmp	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007338AC
1	00733930	FUN_00733930	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733930
1	00733AD0	ctrlevent_capture	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733AD0
1	00733B40	FUN_00733b40	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733B40
1	00733D00	siglookup	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733D00
1	00733D60	FUN_00733d60	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733D60
1	00733DC0	FUN_00733dc0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733DC0
1	00733E80	FUN_00733e80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733E80
1	00733E90	FUN_00733e90	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733E90
1	00733F70	FUN_00733f70	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00733F70
1	00734020	FUN_00734020	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734020
1	00734030	FUN_00734030	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734030
1	00734160	FUN_00734160	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734160
1	007341F0	FUN_007341f0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007341F0
1	00734210	FUN_00734210	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734210
1	00734220	FUN_00734220	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734220
1	00734240	FUN_00734240	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734240
1	00734570	FUN_00734570	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734570
1	0073459A	FUN_0073459a	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073459A
1	007345D0	__strnset	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007345D0
1	00734600	FUN_00734600	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734600
1	00734650	FUN_00734650	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734650
1	00734690	FUN_00734690	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734690
1	007346D0	FUN_007346d0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007346D0
1	00734710	FUN_00734710	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734710
1	00734760	FUN_00734760	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734760
1	007347A0	FUN_007347a0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007347A0
1	007347E0	FUN_007347e0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007347E0
1	00734830	FUN_00734830	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734830
1	00734880	FUN_00734880	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734880
1	007348D0	FUN_007348d0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007348D0
1	00734910	FUN_00734910	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734910
1	00734920	FUN_00734920	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734920
1	00734930	FUN_00734930	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734930
1	00734990	FUN_00734990	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734990
1	007349F0	__setdefaultprecision	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007349F0
1	00734A10	FUN_00734a10	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734A10
1	00734A70	__ms_p5_mp_test_fdiv	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734A70
1	00734AC0	FUN_00734ac0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734AC0
1	00734B70	__cropzeros	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734B70
1	00734C50	__positive	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734C50
1	00734C80	__fassign	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734C80
1	00734CD0	FUN_00734cd0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734CD0
1	00734E90	FUN_00734e90	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00734E90
1	00735020	FUN_00735020	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735020
1	00735120	__cftoe_g	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735120
1	00735160	__cftof_g	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735160
1	00735190	__cfltcvt	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735190
1	007351F0	__shift	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007351F0
1	00735220	__aulldiv	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735220
1	00735290	__aullrem	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735290
1	00735310	FUN_00735310	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735310
1	00735330	FUN_00735330	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735330
1	00735390	FUN_00735390	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735390
1	00735400	FUN_00735400	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735400
1	007354C0	FUN_007354c0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007354C0
1	00735590	FUN_00735590	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735590
1	00735A60	FUN_00735a60	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735A60
1	00735DE0	__umatherr	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735DE0
1	00735E80	__set_errno	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735E80
1	00735EC0	__get_fname	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735EC0
1	00735F00	FUN_00735f00	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735F00
1	00735F80	FUN_00735f80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735F80
1	00735FC0	FUN_00735fc0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735FC0
1	00735FF0	FUN_00735ff0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00735FF0
1	00736030	FUN_00736030	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736030
1	00736070	FUN_00736070	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736070
1	007360F0	FUN_007360f0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007360F0
1	00736230	FUN_00736230	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736230
1	00736250	FUN_00736250	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736250
1	00736270	FUN_00736270	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736270
1	007362B0	FUN_007362b0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007362B0
1	00736330	FUN_00736330	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736330
1	00736630	getSystemCP	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736630
1	00736690	FUN_00736690	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736690
1	00736710	setSBCS	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736710
1	00736790	FUN_00736790	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736790
1	00736AA0	FUN_00736aa0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736AA0
1	00736AC0	FUN_00736ac0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736AC0
1	00736AF0	FUN_00736af0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736AF0
1	00736C10	_strlen	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736C10
1	00736C90	FUN_00736c90	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00736C90
1	00737020	FUN_00737020	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00737020
1	00737110	FUN_00737110	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00737110
1	00737200	FUN_00737200	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00737200
1	007372A0	FUN_007372a0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007372A0
1	00737400	FUN_00737400	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00737400
1	007374C0	FUN_007374c0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007374C0
1	007376E0	FUN_007376e0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007376E0
1	00738AC0	FUN_00738ac0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738AC0
1	00738B20	__inc	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738B20
1	00738B80	FUN_00738b80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738B80
1	00738BA0	__whiteout	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738BA0
1	00738BE0	FUN_00738be0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738BE0
1	00738C70	___init_time	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738C70
1	00738D50	FUN_00738d50	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00738D50
1	007392E0	___free_lc_time	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007392E0
1	007395F0	FUN_007395f0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007395F0
1	007398A0	fix_grouping	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	007398A0
1	00739920	FUN_00739920	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00739920
1	00739A50	FUN_00739a50	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00739A50
1	00739C60	fix_grouping	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00739C60
1	00739CE0	FUN_00739ce0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00739CE0
1	00739D80	FUN_00739d80	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	00739D80
1	0073A120	FUN_0073a120	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A120
1	0073A130	_strcmp	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A130
1	0073A1C0	FUN_0073a1c0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A1C0
1	0073A200	FUN_0073a200	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A200
1	0073A240	FUN_0073a240	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A240
1	0073A250	FUN_0073a250	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A250
1	0073A330	FUN_0073a330	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A330
1	0073A670	FUN_0073a670	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A670
1	0073A870	FUN_0073a870	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A870
1	0073A900	FUN_0073a900	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A900
1	0073A9C0	FUN_0073a9c0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073A9C0
1	0073ACF0	FUN_0073acf0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073ACF0
1	0073AD70	FUN_0073ad70	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073AD70
1	0073AE90	FUN_0073ae90	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073AE90
1	0073AEE0	FUN_0073aee0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073AEE0
1	0073AF90	FUN_0073af90	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073AF90
1	0073AFC0	FUN_0073afc0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073AFC0
1	0073B060	FUN_0073b060	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073B060
1	0073B0B0	FUN_0073b0b0	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073B0B0
1	0073B140	FUN_0073b140	MSVCRT	Library::MSVCRT	high	confirmed contiguous ST.exe VC6 CRT block 0072D7F0..00746BAB	0073B140
